x	xend	y	yend	tooltip	showSelected
0.0489243580846634	0.0489243580846634	0.469393939393939	0.0454545454545455	Magellan	Chr01
0.0566350528182589	0.0566350528182589	0.391212121212121	0.0454545454545455	LD02-9050	Chr01
0.0643457475518544	0.0643457475518544	0.363333333333333	0.0454545454545455	S06-13640	Chr01
0.0720564422854499	0.0720564422854499	0.312424242424242	0.0454545454545455	Maverick	Chr01
0.0797671370190454	0.0797671370190454	0.263030303030303	0.0454545454545455	LG97-7012	Chr01
0.0874778317526409	0.0874778317526409	0.253030303030303	0.0454545454545455	LG98-1605	Chr01
0.0951885264862364	0.0951885264862364	0.236363636363636	0.0454545454545455	Skylla	Chr01
0.102899221219832	0.102899221219832	0.202727272727273	0.0454545454545455	LG90-2550	Chr01
0.110609915953427	0.110609915953427	0.194848484848485	0.0454545454545455	LG94-1128	Chr01
0.118320610687023	0.118320610687023	0.192121212121212	0.0454545454545455	NE3001	Chr01
0.126031305420618	0.126031305420618	0.184242424242424	0.0454545454545455	LG04-6000	Chr01
0.133742000154214	0.133742000154214	0.183333333333333	0.0454545454545455	LD01-5907	Chr01
0.141452694887809	0.141452694887809	0.164848484848485	0.0454545454545455	LD02-4485	Chr01
0.149163389621405	0.149163389621405	0.164545454545455	0.0454545454545455	LG00-3372	Chr01
0.156874084355	0.156874084355	0.146666666666667	0.0454545454545455	Lee	Chr01
0.164584779088596	0.164584779088596	0.134242424242424	0.0454545454545455	LG94-1906	Chr01
0.172295473822191	0.172295473822191	0.133939393939394	0.0454545454545455	CL0J173-6-8	Chr01
0.180006168555787	0.180006168555787	0.123636363636364	0.0454545454545455	PI507681B	Chr01
0.187716863289382	0.187716863289382	0.122727272727273	0.0454545454545455	Ford	Chr01
0.195427558022978	0.195427558022978	0.110606060606061	0.0454545454545455	HS6-3976	Chr01
0.203138252756573	0.203138252756573	0.107878787878788	0.0454545454545455	Essex	Chr01
0.210848947490169	0.210848947490169	0.106060606060606	0.0454545454545455	PI574486	Chr01
0.218559642223764	0.218559642223764	0.105454545454545	0.0454545454545455	Lawrence	Chr01
0.22627033695736	0.22627033695736	0.104545454545455	0.0454545454545455	LG92-1255	Chr01
0.233981031690955	0.233981031690955	0.103333333333333	0.0454545454545455	Harosoy	Chr01
0.241691726424551	0.241691726424551	0.102424242424242	0.0454545454545455	LG04-4717	Chr01
0.249402421158146	0.249402421158146	0.100909090909091	0.0454545454545455	5M20-2-5-2	Chr01
0.257113115891742	0.257113115891742	0.100606060606061	0.0454545454545455	Hagood	Chr01
0.264823810625337	0.264823810625337	0.100606060606061	0.0454545454545455	LG05-4317	Chr01
0.272534505358933	0.272534505358933	0.100606060606061	0.0454545454545455	LG05-4832	Chr01
0.280245200092528	0.280245200092528	0.0981818181818182	0.0454545454545455	Prohio	Chr01
0.287955894826124	0.287955894826124	0.0975757575757576	0.0454545454545455	PI398881	Chr01
0.295666589559719	0.295666589559719	0.0972727272727273	0.0454545454545455	PI404188A	Chr01
0.303377284293315	0.303377284293315	0.0966666666666667	0.0454545454545455	LG05-4464	Chr01
0.31108797902691	0.31108797902691	0.0948484848484848	0.0454545454545455	PI518751	Chr01
0.318798673760506	0.318798673760506	0.093030303030303	0.0454545454545455	PI437169B	Chr01
0.326509368494101	0.326509368494101	0.0927272727272727	0.0454545454545455	LD00-3309	Chr01
0.334220063227697	0.334220063227697	0.0924242424242424	0.0454545454545455	Hawkeye	Chr01
0.341930757961292	0.341930757961292	0.0921212121212121	0.0454545454545455	PI561370	Chr01
0.349641452694888	0.349641452694888	0.0915151515151515	0.0454545454545455	LG05-4292	Chr01
0.357352147428483	0.357352147428483	0.0912121212121212	0.0454545454545455	TN05-3027	Chr01
0.365062842162079	0.365062842162079	0.0906060606060606	0.0454545454545455	CL0J095-4-6	Chr01
0.372773536895674	0.372773536895674	0.0903030303030303	0.0454545454545455	Ralsoy	Chr01
0.38048423162927	0.38048423162927	0.09	0.0454545454545455	PI427136	Chr01
0.388194926362865	0.388194926362865	0.0887878787878788	0.0454545454545455	Douglas	Chr01
0.395905621096461	0.395905621096461	0.0863636363636364	0.0454545454545455	PI 88.788	Chr01
0.403616315830056	0.403616315830056	0.0860606060606061	0.0454545454545455	Kanro	Chr01
0.411327010563652	0.411327010563652	0.0851515151515151	0.0454545454545455	A.K. (Harrow)	Chr01
0.419037705297247	0.419037705297247	0.0848484848484849	0.0454545454545455	Dorman	Chr01
0.426748400030843	0.426748400030843	0.0848484848484849	0.0454545454545455	U03-100612	Chr01
0.434459094764438	0.434459094764438	0.0839393939393939	0.0454545454545455	Clemson	Chr01
0.442169789498034	0.442169789498034	0.083030303030303	0.0454545454545455	PI 180.501	Chr01
0.449880484231629	0.449880484231629	0.0827272727272727	0.0454545454545455	Bonus	Chr01
0.457591178965225	0.457591178965225	0.0827272727272727	0.0454545454545455	Haberlandt	Chr01
0.46530187369882	0.46530187369882	0.0821212121212121	0.0454545454545455	Illini	Chr01
0.473012568432416	0.473012568432416	0.0821212121212121	0.0454545454545455	Tokyo	Chr01
0.480723263166011	0.480723263166011	0.0812121212121212	0.0454545454545455	LG03-2979	Chr01
0.488433957899607	0.488433957899607	0.0809090909090909	0.0454545454545455	Dunfield	Chr01
0.496144652633202	0.496144652633202	0.0806060606060606	0.0454545454545455	Capital	Chr01
0.503855347366798	0.503855347366798	0.08	0.0454545454545455	Forrest	Chr01
0.511566042100393	0.511566042100393	0.0796969696969697	0.0454545454545455	Hill	Chr01
0.519276736833989	0.519276736833989	0.0796969696969697	0.0454545454545455	Hutcheson	Chr01
0.526987431567584	0.526987431567584	0.0787878787878788	0.0454545454545455	Jackson	Chr01
0.53469812630118	0.53469812630118	0.0778787878787879	0.0454545454545455	Amsoy	Chr01
0.542408821034775	0.542408821034775	0.0775757575757576	0.0454545454545455	4J105-3-4	Chr01
0.550119515768371	0.550119515768371	0.0772727272727273	0.0454545454545455	Braxton	Chr01
0.557830210501966	0.557830210501966	0.0772727272727273	0.0454545454545455	Cook	Chr01
0.565540905235562	0.565540905235562	0.0772727272727273	0.0454545454545455	Perry	Chr01
0.573251599969157	0.573251599969157	0.076969696969697	0.0454545454545455	IA3023	Chr01
0.580962294702753	0.580962294702753	0.076969696969697	0.0454545454545455	Pickett	Chr01
0.588672989436348	0.588672989436348	0.0763636363636364	0.0454545454545455	Lincoln	Chr01
0.596383684169944	0.596383684169944	0.0754545454545455	0.0454545454545455	Bragg	Chr01
0.604094378903539	0.604094378903539	0.0754545454545455	0.0454545454545455	Centennial	Chr01
0.611805073637135	0.611805073637135	0.0751515151515151	0.0454545454545455	Gasoy 17	Chr01
0.61951576837073	0.61951576837073	0.0751515151515151	0.0454545454545455	Harcor	Chr01
0.627226463104326	0.627226463104326	0.0748484848484848	0.0454545454545455	S-100	Chr01
0.634937157837921	0.634937157837921	0.0748484848484848	0.0454545454545455	Tracy	Chr01
0.642647852571517	0.642647852571517	0.0745454545454545	0.0454545454545455	5601T	Chr01
0.650358547305112	0.650358547305112	0.0745454545454545	0.0454545454545455	Amcor	Chr01
0.658069242038708	0.658069242038708	0.0739393939393939	0.0454545454545455	Hood	Chr01
0.665779936772303	0.665779936772303	0.0736363636363636	0.0454545454545455	Holladay	Chr01
0.673490631505899	0.673490631505899	0.0736363636363636	0.0454545454545455	S06-130640-2	Chr01
0.681201326239494	0.681201326239494	0.0733333333333333	0.0454545454545455	Beeson	Chr01
0.68891202097309	0.68891202097309	0.0733333333333333	0.0454545454545455	Richland	Chr01
0.696622715706685	0.696622715706685	0.073030303030303	0.0454545454545455	CNS	Chr01
0.704333410440281	0.704333410440281	0.073030303030303	0.0454545454545455	LG03-3191	Chr01
