colour	fill	x	y	group	clickSelects	ymin	ymax	xmin	xmax
#999999	#999999	0.0454545454545455	0.073717744118517	1	Chr01	0.0454545454545455	0.073717744118517	0.0454545454545455	0.0454545454545455
#999999	#999999	0.0455610872826084	0.0794584188571706	1	Chr01	0.0454545454545455	0.0794584188571706	0.0455610872826084	0.0455610872826084
#999999	#999999	0.0456676291106713	0.0853939491435599	1	Chr01	0.0454545454545455	0.0853939491435599	0.0456676291106713	0.0456676291106713
#999999	#999999	0.0457741709387342	0.0913810513015575	1	Chr01	0.0454545454545455	0.0913810513015575	0.0457741709387342	0.0457741709387342
#999999	#999999	0.0458807127667971	0.0972734315624145	1	Chr01	0.0454545454545455	0.0972734315624145	0.0458807127667971	0.0458807127667971
#999999	#999999	0.04598725459486	0.102909312249182	1	Chr01	0.0454545454545455	0.102909312249182	0.04598725459486	0.04598725459486
#999999	#999999	0.046093796422923	0.108098478762686	1	Chr01	0.0454545454545455	0.108098478762686	0.046093796422923	0.046093796422923
#999999	#999999	0.0462003382509859	0.112613412487522	1	Chr01	0.0454545454545455	0.112613412487522	0.0462003382509859	0.0462003382509859
#999999	#999999	0.0463068800790488	0.11614497913896	1	Chr01	0.0454545454545455	0.11614497913896	0.0463068800790488	0.0463068800790488
#999999	#999999	0.0464134219071117	0.118541350550537	1	Chr01	0.0454545454545455	0.118541350550537	0.0464134219071117	0.0464134219071117
#999999	#999999	0.0465199637351746	0.119691006652289	1	Chr01	0.0454545454545455	0.119691006652289	0.0465199637351746	0.0465199637351746
#999999	#999999	0.0466265055632376	0.119600817714517	1	Chr01	0.0454545454545455	0.119600817714517	0.0466265055632376	0.0466265055632376
#999999	#999999	0.0467330473913005	0.118402524723355	1	Chr01	0.0454545454545455	0.118402524723355	0.0467330473913005	0.0467330473913005
#999999	#999999	0.0468395892193634	0.116329691774398	1	Chr01	0.0454545454545455	0.116329691774398	0.0468395892193634	0.0468395892193634
#999999	#999999	0.0469461310474263	0.113672803276496	1	Chr01	0.0454545454545455	0.113672803276496	0.0469461310474263	0.0469461310474263
#999999	#999999	0.0470526728754892	0.110727453428008	1	Chr01	0.0454545454545455	0.110727453428008	0.0470526728754892	0.0470526728754892
#999999	#999999	0.0471592147035522	0.107752109750192	1	Chr01	0.0454545454545455	0.107752109750192	0.0471592147035522	0.0471592147035522
#999999	#999999	0.0472657565316151	0.104947613966413	1	Chr01	0.0454545454545455	0.104947613966413	0.0472657565316151	0.0472657565316151
#999999	#999999	0.047372298359678	0.102462302672238	1	Chr01	0.0454545454545455	0.102462302672238	0.047372298359678	0.047372298359678
#999999	#999999	0.0474788401877409	0.100417377249679	1	Chr01	0.0454545454545455	0.100417377249679	0.0474788401877409	0.0474788401877409
#999999	#999999	0.0475853820158038	0.0989399474789536	1	Chr01	0.0454545454545455	0.0989399474789536	0.0475853820158038	0.0475853820158038
#999999	#999999	0.0476919238438668	0.0981881308665586	1	Chr01	0.0454545454545455	0.0981881308665586	0.0476919238438668	0.0476919238438668
#999999	#999999	0.0477984656719297	0.09835436736407	1	Chr01	0.0454545454545455	0.09835436736407	0.0477984656719297	0.0477984656719297
#999999	#999999	0.0479050074999926	0.0996908705649856	1	Chr01	0.0454545454545455	0.0996908705649856	0.0479050074999926	0.0479050074999926
#999999	#999999	0.0480115493280555	0.10233762781343	1	Chr01	0.0454545454545455	0.10233762781343	0.0480115493280555	0.0480115493280555
#999999	#999999	0.0481180911561184	0.106234896735471	1	Chr01	0.0454545454545455	0.106234896735471	0.0481180911561184	0.0481180911561184
#999999	#999999	0.0482246329841813	0.111149214122736	1	Chr01	0.0454545454545455	0.111149214122736	0.0482246329841813	0.0482246329841813
#999999	#999999	0.0483311748122443	0.116613532069916	1	Chr01	0.0454545454545455	0.116613532069916	0.0483311748122443	0.0483311748122443
#999999	#999999	0.0484377166403072	0.121960987929924	1	Chr01	0.0454545454545455	0.121960987929924	0.0484377166403072	0.0484377166403072
#999999	#999999	0.0485442584683701	0.126418499203717	1	Chr01	0.0454545454545455	0.126418499203717	0.0485442584683701	0.0485442584683701
#999999	#999999	0.048650800296433	0.129244731708775	1	Chr01	0.0454545454545455	0.129244731708775	0.048650800296433	0.048650800296433
#999999	#999999	0.0487573421244959	0.129880271516852	1	Chr01	0.0454545454545455	0.129880271516852	0.0487573421244959	0.0487573421244959
#999999	#999999	0.0488638839525588	0.128069771065724	1	Chr01	0.0454545454545455	0.128069771065724	0.0488638839525588	0.0488638839525588
#999999	#999999	0.0489704257806218	0.123920522058253	1	Chr01	0.0454545454545455	0.123920522058253	0.0489704257806218	0.0489704257806218
#999999	#999999	0.0490769676086847	0.117878873638514	1	Chr01	0.0454545454545455	0.117878873638514	0.0490769676086847	0.0490769676086847
#999999	#999999	0.0491835094367476	0.110630053903304	1	Chr01	0.0454545454545455	0.110630053903304	0.0491835094367476	0.0491835094367476
#999999	#999999	0.0492900512648105	0.10295009571112	1	Chr01	0.0454545454545455	0.10295009571112	0.0492900512648105	0.0492900512648105
#999999	#999999	0.0493965930928734	0.0955523287951025	1	Chr01	0.0454545454545455	0.0955523287951025	0.0493965930928734	0.0493965930928734
#999999	#999999	0.0495031349209364	0.0889714632392273	1	Chr01	0.0454545454545455	0.0889714632392273	0.0495031349209364	0.0495031349209364
#999999	#999999	0.0496096767489993	0.0835901984307417	1	Chr01	0.0454545454545455	0.0835901984307417	0.0496096767489993	0.0496096767489993
#999999	#999999	0.0497162185770622	0.0793830976970061	1	Chr01	0.0454545454545455	0.0793830976970061	0.0497162185770622	0.0497162185770622
#999999	#999999	0.0498227604051251	0.0762498818133203	1	Chr01	0.0454545454545455	0.0762498818133203	0.0498227604051251	0.0498227604051251
#999999	#999999	0.049929302233188	0.0740315077076229	1	Chr01	0.0454545454545455	0.0740315077076229	0.049929302233188	0.049929302233188
#999999	#999999	0.050035844061251	0.0725675149428895	1	Chr01	0.0454545454545455	0.0725675149428895	0.050035844061251	0.050035844061251
#999999	#999999	0.0501423858893139	0.071726431724256	1	Chr01	0.0454545454545455	0.071726431724256	0.0501423858893139	0.0501423858893139
#999999	#999999	0.0502489277173768	0.0714109819625163	1	Chr01	0.0454545454545455	0.0714109819625163	0.0502489277173768	0.0502489277173768
#999999	#999999	0.0503554695454397	0.0715466662868834	1	Chr01	0.0454545454545455	0.0715466662868834	0.0503554695454397	0.0503554695454397
#999999	#999999	0.0504620113735026	0.0720645292482496	1	Chr01	0.0454545454545455	0.0720645292482496	0.0504620113735026	0.0504620113735026
#999999	#999999	0.0505685532015656	0.0728872445468293	1	Chr01	0.0454545454545455	0.0728872445468293	0.0505685532015656	0.0505685532015656
#999999	#999999	0.0506750950296285	0.0739235715916717	1	Chr01	0.0454545454545455	0.0739235715916717	0.0506750950296285	0.0506750950296285
#999999	#999999	0.0507816368576914	0.0750716082981553	1	Chr01	0.0454545454545455	0.0750716082981553	0.0507816368576914	0.0507816368576914
#999999	#999999	0.0508881786857543	0.0762277575485402	1	Chr01	0.0454545454545455	0.0762277575485402	0.0508881786857543	0.0508881786857543
#999999	#999999	0.0509947205138172	0.0772969977231446	1	Chr01	0.0454545454545455	0.0772969977231446	0.0509947205138172	0.0509947205138172
#999999	#999999	0.0511012623418801	0.0782010455254684	1	Chr01	0.0454545454545455	0.0782010455254684	0.0511012623418801	0.0511012623418801
#999999	#999999	0.0512078041699431	0.0788745186115036	1	Chr01	0.0454545454545455	0.0788745186115036	0.0512078041699431	0.0512078041699431
#999999	#999999	0.051314345998006	0.0792861287544615	1	Chr01	0.0454545454545455	0.0792861287544615	0.051314345998006	0.051314345998006
#999999	#999999	0.0514208878260689	0.0794507668694848	1	Chr01	0.0454545454545455	0.0794507668694848	0.0514208878260689	0.0514208878260689
#999999	#999999	0.0515274296541318	0.0794077047412062	1	Chr01	0.0454545454545455	0.0794077047412062	0.0515274296541318	0.0515274296541318
#999999	#999999	0.0516339714821947	0.0792269217511758	1	Chr01	0.0454545454545455	0.0792269217511758	0.0516339714821947	0.0516339714821947
#999999	#999999	0.0517405133102577	0.0789983572454038	1	Chr01	0.0454545454545455	0.0789983572454038	0.0517405133102577	0.0517405133102577
#999999	#999999	0.0518470551383206	0.0788120096451553	1	Chr01	0.0454545454545455	0.0788120096451553	0.0518470551383206	0.0518470551383206
#999999	#999999	0.0519535969663835	0.0787325841355125	1	Chr01	0.0454545454545455	0.0787325841355125	0.0519535969663835	0.0519535969663835
#999999	#999999	0.0520601387944464	0.0787759509300308	1	Chr01	0.0454545454545455	0.0787759509300308	0.0520601387944464	0.0520601387944464
#999999	#999999	0.0521666806225093	0.0788957362150613	1	Chr01	0.0454545454545455	0.0788957362150613	0.0521666806225093	0.0521666806225093
#999999	#999999	0.0522732224505723	0.078986274795048	1	Chr01	0.0454545454545455	0.078986274795048	0.0522732224505723	0.0522732224505723
#999999	#999999	0.0523797642786352	0.078903488578348	1	Chr01	0.0454545454545455	0.078903488578348	0.0523797642786352	0.0523797642786352
#999999	#999999	0.0524863061066981	0.0784995486500639	1	Chr01	0.0454545454545455	0.0784995486500639	0.0524863061066981	0.0524863061066981
#999999	#999999	0.052592847934761	0.0776623615901672	1	Chr01	0.0454545454545455	0.0776623615901672	0.052592847934761	0.052592847934761
#999999	#999999	0.0526993897628239	0.0763486781572512	1	Chr01	0.0454545454545455	0.0763486781572512	0.0526993897628239	0.0526993897628239
#999999	#999999	0.0528059315908869	0.0746008317852509	1	Chr01	0.0454545454545455	0.0746008317852509	0.0528059315908869	0.0528059315908869
#999999	#999999	0.0529124734189498	0.0725341324831897	1	Chr01	0.0454545454545455	0.0725341324831897	0.0529124734189498	0.0529124734189498
#999999	#999999	0.0530190152470127	0.0703605208027774	1	Chr01	0.0454545454545455	0.0703605208027774	0.0530190152470127	0.0530190152470127
#999999	#999999	0.0531255570750756	0.068262652438232	1	Chr01	0.0454545454545455	0.068262652438232	0.0531255570750756	0.0531255570750756
#999999	#999999	0.0532320989031385	0.0663845828211525	1	Chr01	0.0454545454545455	0.0663845828211525	0.0532320989031385	0.0532320989031385
#999999	#999999	0.0533386407312014	0.0648096740464681	1	Chr01	0.0454545454545455	0.0648096740464681	0.0533386407312014	0.0533386407312014
#999999	#999999	0.0534451825592644	0.063554877362535	1	Chr01	0.0454545454545455	0.063554877362535	0.0534451825592644	0.0534451825592644
#999999	#999999	0.0535517243873273	0.0625812434691929	1	Chr01	0.0454545454545455	0.0625812434691929	0.0535517243873273	0.0535517243873273
#999999	#999999	0.0536582662153902	0.0618152787473947	1	Chr01	0.0454545454545455	0.0618152787473947	0.0536582662153902	0.0536582662153902
#999999	#999999	0.0537648080434531	0.0611740361312254	1	Chr01	0.0454545454545455	0.0611740361312254	0.0537648080434531	0.0537648080434531
#999999	#999999	0.053871349871516	0.0605873141100505	1	Chr01	0.0454545454545455	0.0605873141100505	0.053871349871516	0.053871349871516
#999999	#999999	0.053977891699579	0.0600123387168242	1	Chr01	0.0454545454545455	0.0600123387168242	0.053977891699579	0.053977891699579
#999999	#999999	0.0540844335276419	0.0594388868697252	1	Chr01	0.0454545454545455	0.0594388868697252	0.0540844335276419	0.0540844335276419
#999999	#999999	0.0541909753557048	0.0588851803433922	1	Chr01	0.0454545454545455	0.0588851803433922	0.0541909753557048	0.0541909753557048
#999999	#999999	0.0542975171837677	0.0583866132230004	1	Chr01	0.0454545454545455	0.0583866132230004	0.0542975171837677	0.0542975171837677
#999999	#999999	0.0544040590118306	0.057980442136863	1	Chr01	0.0454545454545455	0.057980442136863	0.0544040590118306	0.0544040590118306
#999999	#999999	0.0545106008398935	0.0576934186037225	1	Chr01	0.0454545454545455	0.0576934186037225	0.0545106008398935	0.0545106008398935
#999999	#999999	0.0546171426679565	0.0575203559192554	1	Chr01	0.0454545454545455	0.0575203559192554	0.0546171426679565	0.0546171426679565
#999999	#999999	0.0547236844960194	0.0574165353045358	1	Chr01	0.0454545454545455	0.0574165353045358	0.0547236844960194	0.0547236844960194
#999999	#999999	0.0548302263240823	0.0573202782987962	1	Chr01	0.0454545454545455	0.0573202782987962	0.0548302263240823	0.0548302263240823
#999999	#999999	0.0549367681521452	0.0571627078694286	1	Chr01	0.0454545454545455	0.0571627078694286	0.0549367681521452	0.0549367681521452
#999999	#999999	0.0550433099802081	0.0568854020389302	1	Chr01	0.0454545454545455	0.0568854020389302	0.0550433099802081	0.0550433099802081
#999999	#999999	0.0551498518082711	0.0564560061733515	1	Chr01	0.0454545454545455	0.0564560061733515	0.0551498518082711	0.0551498518082711
#999999	#999999	0.055256393636334	0.0558775737326336	1	Chr01	0.0454545454545455	0.0558775737326336	0.055256393636334	0.055256393636334
#999999	#999999	0.0553629354643969	0.0551892111552613	1	Chr01	0.0454545454545455	0.0551892111552613	0.0553629354643969	0.0553629354643969
#999999	#999999	0.0554694772924598	0.0544579713128795	1	Chr01	0.0454545454545455	0.0544579713128795	0.0554694772924598	0.0554694772924598
#999999	#999999	0.0555760191205227	0.0537641609151987	1	Chr01	0.0454545454545455	0.0537641609151987	0.0555760191205227	0.0555760191205227
#999999	#999999	0.0556825609485857	0.0531837230458208	1	Chr01	0.0454545454545455	0.0531837230458208	0.0556825609485857	0.0556825609485857
#999999	#999999	0.0557891027766486	0.0527718272338538	1	Chr01	0.0454545454545455	0.0527718272338538	0.0557891027766486	0.0557891027766486
#999999	#999999	0.0558956446047115	0.052551264328323	1	Chr01	0.0454545454545455	0.052551264328323	0.0558956446047115	0.0558956446047115
#999999	#999999	0.0560021864327744	0.0525079784922114	1	Chr01	0.0454545454545455	0.0525079784922114	0.0560021864327744	0.0560021864327744
#999999	#999999	0.0561087282608373	0.0525944710399349	1	Chr01	0.0454545454545455	0.0525944710399349	0.0561087282608373	0.0561087282608373
#999999	#999999	0.0562152700889002	0.0527384227024554	1	Chr01	0.0454545454545455	0.0527384227024554	0.0562152700889002	0.0562152700889002
#999999	#999999	0.0563218119169632	0.0528538614741923	1	Chr01	0.0454545454545455	0.0528538614741923	0.0563218119169632	0.0563218119169632
#999999	#999999	0.0564283537450261	0.0528780719309531	1	Chr01	0.0454545454545455	0.0528780719309531	0.0564283537450261	0.0564283537450261
#999999	#999999	0.056534895573089	0.0527755231944238	1	Chr01	0.0454545454545455	0.0527755231944238	0.056534895573089	0.056534895573089
#999999	#999999	0.0566414374011519	0.0525431747313864	1	Chr01	0.0454545454545455	0.0525431747313864	0.0566414374011519	0.0566414374011519
